Brand,w/c.,value,Volume,Distribution
HERTOG JAN 250/300/330 can 6 pk,10/09/2017,99232,37606,97
HERTOG JAN 250/300/330 can 6 pk,17/09/2017,82610,30581,97
HERTOG JAN 250/300/330 can 6 pk,24/09/2017,278400,136120,98
HERTOG JAN 250/300/330 can 6 pk,01/10/2017,88718,33399,98
HERTOG JAN 250/300/330 can 6 pk,08/10/2017,78231,29185,97
HERTOG JAN 250/300/330 can 6 pk,15/10/2017,87129,32431,97
HERTOG JAN 250/300/330 can 6 pk,22/10/2017,79233,29308,97
HERTOG JAN 250/300/330 can 6 pk,29/10/2017,245699,120203,99
HERTOG JAN 250/300/330 can 6 pk,05/11/2017,84240,31593,97
HERTOG JAN 250/300/330 can 6 pk,12/11/2017,77856,28918,98
HERTOG JAN 250/300/330 can 6 pk,19/11/2017,78221,29118,97
HERTOG JAN 250/300/330 can 6 pk,26/11/2017,80237,29827,97
HERTOG JAN 250/300/330 can 6 pk,03/12/2017,82256,30421,98
HERTOG JAN 250/300/330 can 6 pk,10/12/2017,235905,115512,99
HERTOG JAN 250/300/330 can 6 pk,17/12/2017,76767,28391,98
HERTOG JAN 250/300/330 can 6 pk,24/12/2017,244014,119476,99
HERTOG JAN 250/300/330 can 6 pk,31/12/2017,113731,44324,98
HERTOG JAN 250/300/330 can 6 pk,07/01/2018,59306,21315,96
HERTOG JAN 250/300/330 can 6 pk,14/01/2018,71092,25360,97
HERTOG JAN 250/300/330 can 6 pk,21/01/2018,199645,94221,98
HERTOG JAN 250/300/330 can 6 pk,28/01/2018,77204,27780,97
HERTOG JAN 250/300/330 can 6 pk,04/02/2018,85745,30617,97
HERTOG JAN 250/300/330 can 6 pk,11/02/2018,268756,126536,99
HERTOG JAN 250/300/330 can 6 pk,18/02/2018,87277,33221,97
HERTOG JAN 250/300/330 can 6 pk,25/02/2018,84594,31454,97
HERTOG JAN 250/300/330 can 6 pk,04/03/2018,79760,29490,98
HERTOG JAN 250/300/330 can 6 pk,11/03/2018,206808,101157,99
HERTOG JAN 250/300/330 can 6 pk,18/03/2018,80848,30399,98
HERTOG JAN 250/300/330 can 6 pk,25/03/2018,89278,30021,98
HERTOG JAN 250/300/330 can 6 pk,01/04/2018,269297,119608,99
HERTOG JAN 250/300/330 can 6 pk,08/04/2018,102037,36448,98
HERTOG JAN 250/300/330 can 6 pk,15/04/2018,91913,30857,98
HERTOG JAN 250/300/330 can 6 pk,22/04/2018,296615,131627,98
HERTOG JAN 250/300/330 can 6 pk,29/04/2018,120693,40632,98
HERTOG JAN 250/300/330 can 6 pk,06/05/2018,182202,71435,98
HERTOG JAN 250/300/330 can 6 pk,13/05/2018,320869,142529,99
HERTOG JAN 250/300/330 can 6 pk,20/05/2018,114800,38159,98
HERTOG JAN 250/300/330 can 6 pk,27/05/2018,132839,44038,98
HERTOG JAN 250/300/330 can 6 pk,03/06/2018,124140,41107,98
HERTOG JAN 250/300/330 can 6 pk,10/06/2018,318534,139331,99
HERTOG JAN 250/300/330 can 6 pk,17/06/2018,109867,36593,98
HERTOG JAN 250/300/330 can 6 pk,24/06/2018,105304,34820,97
HERTOG JAN 250/300/330 can 6 pk,01/07/2018,341250,140098,99
HERTOG JAN 250/300/330 can 6 pk,08/07/2018,137605,45580,98
HERTOG JAN 250/300/330 can 6 pk,15/07/2018,140735,46310,97
HERTOG JAN 250/300/330 can 6 pk,22/07/2018,149668,48855,98
HERTOG JAN 250/300/330 can 6 pk,29/07/2018,411813,180122,99
HERTOG JAN 250/300/330 can 6 pk,05/08/2018,185359,60579,98
HERTOG JAN 250/300/330 can 6 pk,12/08/2018,134656,44109,98
HERTOG JAN 250/300/330 can 6 pk,19/08/2018,252247,109078,98
HERTOG JAN 250/300/330 can 6 pk,26/08/2018,125817,40866,98
HERTOG JAN 250/300/330 can 6 pk,02/09/2018,105694,34672,98
HERTOG JAN 250/300/330 can 6 pk,09/09/2018,247546,107631,99
HERTOG JAN 250/300/330 can 6 pk,16/09/2018,100625,33351,98
HERTOG JAN 250/300/330 can 6 pk,23/09/2018,93292,30779,98
HERTOG JAN 250/300/330 can 6 pk,30/09/2018,198238,86378,99
HERTOG JAN 250/300/330 can 6 pk,07/10/2018,86431,32425,98
HERTOG JAN 250/300/330 can 6 pk,14/10/2018,90036,33573,98
HERTOG JAN 250/300/330 can 6 pk,21/10/2018,79755,29726,96
HERTOG JAN 250/300/330 can 6 pk,28/10/2018,293452,145006,98
HERTOG JAN 250/300/330 can 6 pk,04/11/2018,82564,30823,97
HERTOG JAN 250/300/330 can 6 pk,11/11/2018,79007,29447,98
HERTOG JAN 250/300/330 can 6 pk,18/11/2018,231800,114460,99
HERTOG JAN 250/300/330 can 6 pk,25/11/2018,90353,32678,97
HERTOG JAN 250/300/330 can 6 pk,02/12/2018,94412,33983,98
HERTOG JAN 250/300/330 can 6 pk,09/12/2018,94677,34049,98
HERTOG JAN 250/300/330 can 6 pk,16/12/2018,85083,30554,98
HERTOG JAN 250/300/330 can 6 pk,23/12/2018,299511,142551,99
HERTOG JAN 250/300/330 can 6 pk,30/12/2018,154552,64002,99
HERTOG JAN 250/300/330 can 6 pk,06/01/2019,162069,71330,99
HERTOG JAN 250/300/330 can 6 pk,13/01/2019,98992,36302,98
HERTOG JAN 250/300/330 can 6 pk,20/01/2019,278768,152775,99
HERTOG JAN 250/300/330 can 6 pk,27/01/2019,85635,31027,98
HERTOG JAN 250/300/330 can 6 pk,03/02/2019,91393,31338,98
HERTOG JAN 250/300/330 can 6 pk,10/02/2019,92101,31431,98
HERTOG JAN 250/300/330 can 6 pk,17/02/2019,162013,64479,97
HERTOG JAN 250/300/330 can 6 pk,24/02/2019,121374,41851,97
HERTOG JAN 250/300/330 can 6 pk,03/03/2019,333248,172290,99
HERTOG JAN 250/300/330 can 6 pk,10/03/2019,99937,37852,98
HERTOG JAN 250/300/330 can 6 pk,17/03/2019,94186,32268,98
HERTOG JAN 250/300/330 can 6 pk,24/03/2019,303257,146310,98
HERTOG JAN 250/300/330 can 6 pk,31/03/2019,102329,35616,98
HERTOG JAN 250/300/330 can 6 pk,07/04/2019,119933,41661,98
HERTOG JAN 250/300/330 can 6 pk,14/04/2019,115015,39893,97
HERTOG JAN 250/300/330 can 6 pk,21/04/2019,412364,217838,99
HERTOG JAN 250/300/330 can 6 pk,28/04/2019,168849,65069,98
HERTOG JAN 250/300/330 can 6 pk,05/05/2019,117862,40867,98
HERTOG JAN 250/300/330 can 6 pk,12/05/2019,120597,41944,98
HERTOG JAN 250/300/330 can 6 pk,19/05/2019,637427,419882,98
HERTOG JAN 250/300/330 can 6 pk,26/05/2019,141784,50049,98
HERTOG JAN 250/300/330 can 6 pk,02/06/2019,156370,53177,98
HERTOG JAN 250/300/330 can 6 pk,09/06/2019,384967,192270,99
HERTOG JAN 250/300/330 can 6 pk,16/06/2019,144491,53961,98
HERTOG JAN 250/300/330 can 6 pk,23/06/2019,413955,177826,99
HERTOG JAN 250/300/330 can 6 pk,30/06/2019,199528,67107,99
HERTOG JAN 250/300/330 can 6 pk,07/07/2019,165373,56375,98
HERTOG JAN 250/300/330 can 6 pk,14/07/2019,138707,47522,98
HERTOG JAN 250/300/330 can 6 pk,21/07/2019,386945,175338,99
HERTOG JAN 250/300/330 can 6 pk,28/07/2019,216615,75679,99
HERTOG JAN 250/300/330 can 6 pk,04/08/2019,167987,60489,98
HERTOG JAN 250/300/330 can 6 pk,11/08/2019,147484,50734,98
HERTOG JAN 250/300/330 can 6 pk,18/08/2019,134165,46096,97
HERTOG JAN 250/300/330 can 6 pk,25/08/2019,691764,451568,99
HERTOG JAN 250/300/330 can 6 pk,01/09/2019,161002,55799,98
HERTOG JAN 250/300/330 can 6 pk,08/09/2019,113966,39198,98
HERTOG JAN 250/300/330 can 6 pk,15/09/2019,112835,38870,98
HERTOG JAN 250/300/330 can 6 pk,22/09/2019,362569,185081,98
HERTOG JAN 250/300/330 can 6 pk,29/09/2019,111434,38311,97
HERTOG JAN 250/300/330 can 6 pk,06/10/2019,91835,31552,97
HERTOG JAN 250/300/330 can 6 pk,13/10/2019,306417,139345,99
HERTOG JAN 250/300/330 can 6 pk,20/10/2019,113275,39042,98
HERTOG JAN 250/300/330 can 6 pk,27/10/2019,109667,37798,98
HERTOG JAN 250/300/330 can 6 pk,03/11/2019,236863,107208,99
HERTOG JAN 250/300/330 can 6 pk,10/11/2019,105753,36543,97
HERTOG JAN 250/300/330 can 6 pk,17/11/2019,98642,33842,97
HERTOG JAN 250/300/330 can 6 pk,24/11/2019,248749,112587,99
HERTOG JAN 250/300/330 can 6 pk,01/12/2019,99728,33555,98
HERTOG JAN 250/300/330 can 6 pk,08/12/2019,262460,116232,99
HERTOG JAN 250/300/330 can 6 pk,15/12/2019,125369,49934,98
HERTOG JAN 250/300/330 can 6 pk,22/12/2019,112920,37842,97
HERTOG JAN 250/300/330 can 6 pk,29/12/2019,131887,43463,97
HERTOG JAN 250/300/330 can 6 pk,05/01/2020,132113,43602,98
HERTOG JAN 250/300/330 can 6 pk,12/01/2020,77761,25653,96
HERTOG JAN 250/300/330 can 6 pk,19/01/2020,271350,118355,99
HERTOG JAN 250/300/330 can 6 pk,26/01/2020,90295,29789,97
HERTOG JAN 250/300/330 can 6 pk,02/02/2020,95932,31571,97
HERTOG JAN 250/300/330 can 6 pk,09/02/2020,248279,108162,99
HERTOG JAN 250/300/330 can 6 pk,16/02/2020,97069,32173,98
HERTOG JAN 250/300/330 can 6 pk,23/02/2020,603304,395270,99
All others 450/500 can 6 pk,05/03/2017,8489,3791,21
All others 450/500 can 6 pk,12/03/2017,7181,3171,21
All others 450/500 can 6 pk,19/03/2017,8036,3543,21
All others 450/500 can 6 pk,26/03/2017,8485,3873,21
All others 450/500 can 6 pk,02/04/2017,9408,4290,22
All others 450/500 can 6 pk,09/04/2017,10148,4628,22
All others 450/500 can 6 pk,16/04/2017,15004,8950,26
All others 450/500 can 6 pk,23/04/2017,9795,4660,22
All others 450/500 can 6 pk,30/04/2017,10757,4905,22
All others 450/500 can 6 pk,07/05/2017,9323,4253,21
All others 450/500 can 6 pk,14/05/2017,9807,4472,21
All others 450/500 can 6 pk,21/05/2017,10677,4873,22
All others 450/500 can 6 pk,28/05/2017,15860,7234,23
All others 450/500 can 6 pk,04/06/2017,12810,5650,22
All others 450/500 can 6 pk,11/06/2017,11426,5037,26
All others 450/500 can 6 pk,18/06/2017,78072,45353,97
All others 450/500 can 6 pk,25/06/2017,22692,11085,67
All others 450/500 can 6 pk,02/07/2017,16239,7820,52
All others 450/500 can 6 pk,09/07/2017,16352,7535,45
All others 450/500 can 6 pk,16/07/2017,12821,5869,39
All others 450/500 can 6 pk,23/07/2017,40531,23557,84
All others 450/500 can 6 pk,30/07/2017,15031,7020,53
All others 450/500 can 6 pk,06/08/2017,14795,6721,41
All others 450/500 can 6 pk,13/08/2017,11846,5351,33
All others 450/500 can 6 pk,20/08/2017,10903,4887,28
All others 450/500 can 6 pk,27/08/2017,12540,5607,26
All others 450/500 can 6 pk,03/09/2017,11368,5045,26
All others 450/500 can 6 pk,10/09/2017,10580,4675,24
All others 450/500 can 6 pk,17/09/2017,9706,4311,23
All others 450/500 can 6 pk,24/09/2017,9746,4319,24
All others 450/500 can 6 pk,01/10/2017,9143,4044,24
All others 450/500 can 6 pk,08/10/2017,9539,4221,22
All others 450/500 can 6 pk,15/10/2017,9875,4374,23
All others 450/500 can 6 pk,22/10/2017,9671,4266,23
All others 450/500 can 6 pk,29/10/2017,9581,4235,24
All others 450/500 can 6 pk,05/11/2017,9447,4167,22
All others 450/500 can 6 pk,12/11/2017,8845,3920,21
All others 450/500 can 6 pk,19/11/2017,8541,3767,23
All others 450/500 can 6 pk,26/11/2017,8971,3957,21
All others 450/500 can 6 pk,03/12/2017,8659,3854,21
All others 450/500 can 6 pk,10/12/2017,8804,3881,21
All others 450/500 can 6 pk,17/12/2017,8660,3828,20
All others 450/500 can 6 pk,24/12/2017,10444,4612,22
All others 450/500 can 6 pk,31/12/2017,10099,4459,22
All others 450/500 can 6 pk,07/01/2018,11258,6492,24
All others 450/500 can 6 pk,14/01/2018,8498,3751,22
All others 450/500 can 6 pk,21/01/2018,8306,3664,22
All others 450/500 can 6 pk,28/01/2018,9099,4015,22
All others 450/500 can 6 pk,04/02/2018,9941,4404,21
All others 450/500 can 6 pk,11/02/2018,20920,12099,27
All others 450/500 can 6 pk,18/02/2018,9112,4388,22
All others 450/500 can 6 pk,25/02/2018,8770,3868,22
All others 450/500 can 6 pk,04/03/2018,8399,3704,24
All others 450/500 can 6 pk,11/03/2018,8647,3812,22
All others 450/500 can 6 pk,18/03/2018,8614,3802,23
All others 450/500 can 6 pk,25/03/2018,9382,3894,23
All others 450/500 can 6 pk,01/04/2018,16689,9039,27
All others 450/500 can 6 pk,08/04/2018,11137,4842,26
All others 450/500 can 6 pk,15/04/2018,13618,6204,52
All others 450/500 can 6 pk,22/04/2018,15274,6912,52
All others 450/500 can 6 pk,29/04/2018,16647,7529,55
All others 450/500 can 6 pk,06/05/2018,15456,7197,51
All others 450/500 can 6 pk,13/05/2018,17699,8258,55
All others 450/500 can 6 pk,20/05/2018,15178,7065,55
All others 450/500 can 6 pk,27/05/2018,18032,8394,55
All others 450/500 can 6 pk,03/06/2018,18544,8674,55
All others 450/500 can 6 pk,10/06/2018,15918,7389,54
All others 450/500 can 6 pk,17/06/2018,16585,7783,54
All others 450/500 can 6 pk,24/06/2018,17148,7957,52
All others 450/500 can 6 pk,01/07/2018,32955,18892,61
All others 450/500 can 6 pk,08/07/2018,20653,9813,54
All others 450/500 can 6 pk,15/07/2018,20112,8976,54
All others 450/500 can 6 pk,22/07/2018,21450,9525,56
All others 450/500 can 6 pk,29/07/2018,23519,10446,56
All others 450/500 can 6 pk,05/08/2018,20960,9512,54
All others 450/500 can 6 pk,12/08/2018,18147,8057,57
All others 450/500 can 6 pk,19/08/2018,43185,25180,90
All others 450/500 can 6 pk,26/08/2018,18457,8361,63
All others 450/500 can 6 pk,02/09/2018,16580,7453,60
All others 450/500 can 6 pk,09/09/2018,14971,6703,56
All others 450/500 can 6 pk,16/09/2018,17766,7983,56
All others 450/500 can 6 pk,23/09/2018,15075,6737,53
All others 450/500 can 6 pk,30/09/2018,13761,6151,51
All others 450/500 can 6 pk,07/10/2018,15360,6896,49
All others 450/500 can 6 pk,14/10/2018,16656,7434,53
All others 450/500 can 6 pk,21/10/2018,13670,6080,53
All others 450/500 can 6 pk,28/10/2018,45609,26624,89
All others 450/500 can 6 pk,04/11/2018,15426,7073,61
All others 450/500 can 6 pk,11/11/2018,14579,6621,60
All others 450/500 can 6 pk,18/11/2018,12753,5755,54
All others 450/500 can 6 pk,25/11/2018,13910,6209,55
All others 450/500 can 6 pk,02/12/2018,14848,6661,57
All others 450/500 can 6 pk,09/12/2018,14433,6465,54
All others 450/500 can 6 pk,16/12/2018,13414,5985,50
All others 450/500 can 6 pk,23/12/2018,17141,7638,58
All others 450/500 can 6 pk,30/12/2018,15196,6769,57
All others 450/500 can 6 pk,06/01/2019,13765,6117,54
All others 450/500 can 6 pk,13/01/2019,13394,5990,53
All others 450/500 can 6 pk,20/01/2019,11605,4900,47
All others 450/500 can 6 pk,27/01/2019,12127,5114,51
All others 450/500 can 6 pk,03/02/2019,12641,5317,51
All others 450/500 can 6 pk,10/02/2019,13639,5737,52
All others 450/500 can 6 pk,17/02/2019,13141,5528,51
All others 450/500 can 6 pk,24/02/2019,15311,6431,53
All others 450/500 can 6 pk,03/03/2019,47427,29864,83
All others 450/500 can 6 pk,10/03/2019,23090,12351,59
All others 450/500 can 6 pk,17/03/2019,14119,6104,58
All others 450/500 can 6 pk,24/03/2019,14433,6178,54
All others 450/500 can 6 pk,31/03/2019,14514,6167,55
All others 450/500 can 6 pk,07/04/2019,16507,6967,56
All others 450/500 can 6 pk,14/04/2019,15637,6600,55
All others 450/500 can 6 pk,21/04/2019,55917,35162,93
All others 450/500 can 6 pk,28/04/2019,23080,10858,73
All others 450/500 can 6 pk,05/05/2019,16912,7223,58
All others 450/500 can 6 pk,12/05/2019,15967,6787,57
All others 450/500 can 6 pk,19/05/2019,15394,6529,56
All others 450/500 can 6 pk,26/05/2019,18317,7762,57
All others 450/500 can 6 pk,02/06/2019,20610,8680,59
All others 450/500 can 6 pk,09/06/2019,46905,29565,87
All others 450/500 can 6 pk,16/06/2019,19589,9243,66
All others 450/500 can 6 pk,23/06/2019,40583,21091,87
All others 450/500 can 6 pk,30/06/2019,23065,10336,72
All others 450/500 can 6 pk,07/07/2019,17469,7880,63
All others 450/500 can 6 pk,14/07/2019,9648,4335,51
All others 450/500 can 6 pk,21/07/2019,8479,4902,46
All others 450/500 can 6 pk,28/07/2019,1580,726,18
All others 450/500 can 6 pk,04/08/2019,9134,3765,46
All others 450/500 can 6 pk,11/08/2019,16482,6777,56
All others 450/500 can 6 pk,18/08/2019,15380,6304,51
All others 450/500 can 6 pk,25/08/2019,16803,6872,55
All others 450/500 can 6 pk,01/09/2019,17587,7173,55
All others 450/500 can 6 pk,08/09/2019,13098,5330,52
All others 450/500 can 6 pk,15/09/2019,13047,5359,53
All others 450/500 can 6 pk,22/09/2019,13094,5343,50
All others 450/500 can 6 pk,29/09/2019,13909,5694,49
All others 450/500 can 6 pk,06/10/2019,13214,5378,52
All others 450/500 can 6 pk,13/10/2019,44488,23726,85
All others 450/500 can 6 pk,20/10/2019,14070,5900,54
All others 450/500 can 6 pk,27/10/2019,13179,5446,55
All others 450/500 can 6 pk,03/11/2019,28944,15394,70
All others 450/500 can 6 pk,10/11/2019,12543,5238,51
All others 450/500 can 6 pk,17/11/2019,13157,5378,53
All others 450/500 can 6 pk,24/11/2019,11450,4681,46
All others 450/500 can 6 pk,01/12/2019,13712,6096,52
All others 450/500 can 6 pk,08/12/2019,11506,5122,51
All others 450/500 can 6 pk,15/12/2019,13555,5995,48
All others 450/500 can 6 pk,22/12/2019,14198,6270,54
All others 450/500 can 6 pk,29/12/2019,14267,6296,55
All others 450/500 can 6 pk,05/01/2020,14280,5824,52
All others 450/500 can 6 pk,12/01/2020,10267,4187,47
All others 450/500 can 6 pk,19/01/2020,11227,4578,47
All others 450/500 can 6 pk,26/01/2020,23434,12445,59
All others 450/500 can 6 pk,02/02/2020,12765,5636,51
All others 450/500 can 6 pk,09/02/2020,11228,4955,46
All others 450/500 can 6 pk,16/02/2020,12930,5705,52
All others 450/500 can 6 pk,23/02/2020,15347,6761,52
GROLSCH 450/500 can 6 pk,05/03/2017,37283,16956,84
GROLSCH 450/500 can 6 pk,12/03/2017,93608,59967,89
GROLSCH 450/500 can 6 pk,19/03/2017,42273,19881,85
GROLSCH 450/500 can 6 pk,26/03/2017,39640,18216,86
GROLSCH 450/500 can 6 pk,02/04/2017,48848,22440,87
GROLSCH 450/500 can 6 pk,09/04/2017,104710,58239,96
GROLSCH 450/500 can 6 pk,16/04/2017,48961,22503,91
GROLSCH 450/500 can 6 pk,23/04/2017,43149,19881,87
GROLSCH 450/500 can 6 pk,30/04/2017,55254,25737,89
GROLSCH 450/500 can 6 pk,07/05/2017,128451,76857,97
GROLSCH 450/500 can 6 pk,14/05/2017,44116,20574,91
GROLSCH 450/500 can 6 pk,21/05/2017,49624,22923,89
GROLSCH 450/500 can 6 pk,28/05/2017,181002,107781,98
GROLSCH 450/500 can 6 pk,04/06/2017,56141,27291,91
GROLSCH 450/500 can 6 pk,11/06/2017,56799,27726,89
GROLSCH 450/500 can 6 pk,18/06/2017,120951,72579,90
GROLSCH 450/500 can 6 pk,25/06/2017,52574,24531,88
GROLSCH 450/500 can 6 pk,02/07/2017,48499,22488,87
GROLSCH 450/500 can 6 pk,09/07/2017,147588,88671,97
GROLSCH 450/500 can 6 pk,16/07/2017,45529,21219,91
GROLSCH 450/500 can 6 pk,23/07/2017,147968,88500,98
GROLSCH 450/500 can 6 pk,30/07/2017,57566,28056,91
GROLSCH 450/500 can 6 pk,06/08/2017,61509,29754,88
GROLSCH 450/500 can 6 pk,13/08/2017,128711,82599,95
GROLSCH 450/500 can 6 pk,20/08/2017,48049,22357,89
GROLSCH 450/500 can 6 pk,27/08/2017,49355,22905,89
GROLSCH 450/500 can 6 pk,03/09/2017,50071,23034,87
GROLSCH 450/500 can 6 pk,10/09/2017,55337,26106,87
GROLSCH 450/500 can 6 pk,17/09/2017,38188,17373,84
GROLSCH 450/500 can 6 pk,24/09/2017,44859,20670,86
GROLSCH 450/500 can 6 pk,01/10/2017,126770,75933,94
GROLSCH 450/500 can 6 pk,08/10/2017,40637,18750,87
GROLSCH 450/500 can 6 pk,15/10/2017,97110,58146,90
GROLSCH 450/500 can 6 pk,22/10/2017,40930,19176,86
GROLSCH 450/500 can 6 pk,29/10/2017,44836,20451,86
GROLSCH 450/500 can 6 pk,05/11/2017,129175,77639,94
GROLSCH 450/500 can 6 pk,12/11/2017,38313,17757,86
GROLSCH 450/500 can 6 pk,19/11/2017,40730,18576,85
GROLSCH 450/500 can 6 pk,26/11/2017,114441,68874,94
GROLSCH 450/500 can 6 pk,03/12/2017,39318,18489,88
GROLSCH 450/500 can 6 pk,10/12/2017,43052,19863,86
GROLSCH 450/500 can 6 pk,17/12/2017,37788,17385,85
GROLSCH 450/500 can 6 pk,24/12/2017,108283,65205,93
GROLSCH 450/500 can 6 pk,31/12/2017,46996,23058,88
GROLSCH 450/500 can 6 pk,07/01/2018,87399,52581,95
GROLSCH 450/500 can 6 pk,14/01/2018,36732,17556,87
GROLSCH 450/500 can 6 pk,21/01/2018,38512,18144,86
GROLSCH 450/500 can 6 pk,28/01/2018,116828,70347,96
GROLSCH 450/500 can 6 pk,04/02/2018,47073,22155,87
GROLSCH 450/500 can 6 pk,11/02/2018,46181,21996,85
GROLSCH 450/500 can 6 pk,18/02/2018,43828,20106,85
GROLSCH 450/500 can 6 pk,25/02/2018,103377,62175,89
GROLSCH 450/500 can 6 pk,04/03/2018,36647,16650,85
GROLSCH 450/500 can 6 pk,11/03/2018,40433,19158,87
GROLSCH 450/500 can 6 pk,18/03/2018,128688,96168,96
GROLSCH 450/500 can 6 pk,25/03/2018,40620,18636,88
GROLSCH 450/500 can 6 pk,01/04/2018,50550,23943,89
GROLSCH 450/500 can 6 pk,08/04/2018,43879,20130,88
GROLSCH 450/500 can 6 pk,15/04/2018,150506,90570,98
GROLSCH 450/500 can 6 pk,22/04/2018,57190,31764,96
GROLSCH 450/500 can 6 pk,29/04/2018,54357,25080,96
GROLSCH 450/500 can 6 pk,06/05/2018,137061,82119,98
GROLSCH 450/500 can 6 pk,13/05/2018,179385,148614,98
GROLSCH 450/500 can 6 pk,20/05/2018,50393,24615,94
GROLSCH 450/500 can 6 pk,27/05/2018,132258,74078,98
GROLSCH 450/500 can 6 pk,03/06/2018,61838,30047,95
GROLSCH 450/500 can 6 pk,10/06/2018,52110,24099,93
GROLSCH 450/500 can 6 pk,17/06/2018,49901,23305,94
GROLSCH 450/500 can 6 pk,24/06/2018,102889,58110,97
GROLSCH 450/500 can 6 pk,01/07/2018,63005,29580,96
GROLSCH 450/500 can 6 pk,08/07/2018,58572,26757,95
GROLSCH 450/500 can 6 pk,15/07/2018,171518,103125,98
GROLSCH 450/500 can 6 pk,22/07/2018,61269,31050,97
GROLSCH 450/500 can 6 pk,29/07/2018,72000,35577,96
GROLSCH 450/500 can 6 pk,05/08/2018,155668,93474,98
GROLSCH 450/500 can 6 pk,12/08/2018,51337,24537,95
GROLSCH 450/500 can 6 pk,19/08/2018,46326,21837,93
GROLSCH 450/500 can 6 pk,26/08/2018,149033,111163,98
GROLSCH 450/500 can 6 pk,02/09/2018,44403,20811,95
GROLSCH 450/500 can 6 pk,09/09/2018,45372,20862,93
GROLSCH 450/500 can 6 pk,16/09/2018,53505,24432,94
GROLSCH 450/500 can 6 pk,23/09/2018,43191,19617,91
GROLSCH 450/500 can 6 pk,30/09/2018,42341,19275,93
GROLSCH 450/500 can 6 pk,07/10/2018,124340,74433,98
GROLSCH 450/500 can 6 pk,14/10/2018,46111,21018,93
GROLSCH 450/500 can 6 pk,21/10/2018,87978,52599,97
GROLSCH 450/500 can 6 pk,28/10/2018,46021,20979,94
GROLSCH 450/500 can 6 pk,04/11/2018,114879,68892,98
GROLSCH 450/500 can 6 pk,11/11/2018,42460,20439,93
GROLSCH 450/500 can 6 pk,18/11/2018,40929,18621,92
GROLSCH 450/500 can 6 pk,25/11/2018,125033,75078,98
GROLSCH 450/500 can 6 pk,02/12/2018,49048,22452,95
GROLSCH 450/500 can 6 pk,09/12/2018,41180,18705,94
GROLSCH 450/500 can 6 pk,16/12/2018,111195,66822,98
GROLSCH 450/500 can 6 pk,23/12/2018,42448,24855,94
GROLSCH 450/500 can 6 pk,30/12/2018,41782,21258,94
GROLSCH 450/500 can 6 pk,06/01/2019,45680,21088,94
GROLSCH 450/500 can 6 pk,13/01/2019,45136,21720,94
GROLSCH 450/500 can 6 pk,20/01/2019,39883,17160,93
GROLSCH 450/500 can 6 pk,27/01/2019,41787,19323,92
GROLSCH 450/500 can 6 pk,03/02/2019,151332,97842,99
GROLSCH 450/500 can 6 pk,10/02/2019,48047,21069,95
GROLSCH 450/500 can 6 pk,17/02/2019,43129,19464,95
GROLSCH 450/500 can 6 pk,24/02/2019,49568,22575,95
GROLSCH 450/500 can 6 pk,03/03/2019,45858,21285,93
GROLSCH 450/500 can 6 pk,10/03/2019,38895,17368,92
GROLSCH 450/500 can 6 pk,17/03/2019,131899,77643,98
GROLSCH 450/500 can 6 pk,24/03/2019,46592,20988,95
GROLSCH 450/500 can 6 pk,31/03/2019,41497,18657,93
GROLSCH 450/500 can 6 pk,07/04/2019,53588,24192,94
GROLSCH 450/500 can 6 pk,14/04/2019,50928,22875,95
GROLSCH 450/500 can 6 pk,21/04/2019,56687,26193,95
GROLSCH 450/500 can 6 pk,28/04/2019,56775,25953,95
GROLSCH 450/500 can 6 pk,05/05/2019,47492,21312,95
GROLSCH 450/500 can 6 pk,12/05/2019,166847,136422,98
GROLSCH 450/500 can 6 pk,19/05/2019,51499,23607,95
GROLSCH 450/500 can 6 pk,26/05/2019,57634,25854,95
GROLSCH 450/500 can 6 pk,02/06/2019,56743,25323,95
GROLSCH 450/500 can 6 pk,09/06/2019,101867,59181,98
GROLSCH 450/500 can 6 pk,16/06/2019,54308,25866,96
GROLSCH 450/500 can 6 pk,23/06/2019,61990,28419,97
GROLSCH 450/500 can 6 pk,30/06/2019,58406,26610,96
GROLSCH 450/500 can 6 pk,07/07/2019,153191,115116,99
GROLSCH 450/500 can 6 pk,14/07/2019,51613,23532,95
GROLSCH 450/500 can 6 pk,21/07/2019,51691,23775,95
GROLSCH 450/500 can 6 pk,28/07/2019,67594,32112,95
GROLSCH 450/500 can 6 pk,04/08/2019,168274,131385,98
GROLSCH 450/500 can 6 pk,11/08/2019,59167,27585,95
GROLSCH 450/500 can 6 pk,18/08/2019,43725,19773,94
GROLSCH 450/500 can 6 pk,25/08/2019,51026,22965,94
GROLSCH 450/500 can 6 pk,01/09/2019,49162,22023,95
GROLSCH 450/500 can 6 pk,08/09/2019,45421,20681,92
GROLSCH 450/500 can 6 pk,15/09/2019,42322,19368,93
GROLSCH 450/500 can 6 pk,22/09/2019,40925,18237,92
GROLSCH 450/500 can 6 pk,29/09/2019,124501,80088,98
GROLSCH 450/500 can 6 pk,06/10/2019,38183,17274,92
GROLSCH 450/500 can 6 pk,13/10/2019,39452,17754,92
GROLSCH 450/500 can 6 pk,20/10/2019,110121,64212,98
GROLSCH 450/500 can 6 pk,27/10/2019,41659,18717,94
GROLSCH 450/500 can 6 pk,03/11/2019,38259,17141,92
GROLSCH 450/500 can 6 pk,10/11/2019,95994,56145,98
